GeneID	Product_Description
PF3D7_1352200	U3 small nucleolar RNA-associated protein 15, putative
PF3D7_1352300	conserved Plasmodium protein, unknown function
PF3D7_1352400	conserved Plasmodium protein, unknown function
PF3D7_1352500	thioredoxin-related protein, putative
PF3D7_1352600	protein kinase, putative
PF3D7_1352700	intron-binding protein aquarius, putative
PF3D7_1352800	vacuolar fusion protein MON1, putative
PF3D7_1352900	Plasmodium exported protein, unknown function
PF3D7_1353000	tryptophan-rich protein, pseudogene
PF3D7_1353100	Plasmodium exported protein, unknown function
PF3D7_1353200	membrane associated histidine-rich protein 2
PF3D7_1353300	conserved Plasmodium protein, unknown function
PF3D7_1353400	Ran-binding protein, putative
PF3D7_1353500	RNA polymerase II transcription factor B subunit 4, putative
PF3D7_1353600	ER lumen protein retaining receptor
PF3D7_1353700	reactive oxygen species modulator 1, putative
PF3D7_1353800	proteasome subunit alpha type-4, putative
PF3D7_1353900	proteasome subunit alpha type-7, putative
PF3D7_1354000	conserved Plasmodium protein, unknown function
PF3D7_1354100	conserved Plasmodium protein, unknown function
PF3D7_1354200	phosphoinositide phosphatase SAC1
PF3D7_1354300	large subunit rRNA methyltransferase, putative
PF3D7_1354400	V-type proton ATPase 21 kDa proteolipid subunit, putative
PF3D7_1354500	adenylosuccinate synthetase
PF3D7_1354600	60S ribosomal protein L7-2, putative
PF3D7_1354700	conserved Plasmodium protein, unknown function
PF3D7_1354800	metacaspase-1
PF3D7_1354900	conserved Plasmodium protein, unknown function
PF3D7_1355100	DNA replication licensing factor MCM6
PF3D7_1355200	RAP protein, putative
PF3D7_1355300	histone-lysine N-methyltransferase, putative
PF3D7_1355400	tRNA Threonine
PF3D7_1355500	serine/threonine protein phosphatase 5
PF3D7_1355600	PhIL1 interacting protein PIP1
PF3D7_1355700	NLI interacting factor-like phosphatase, putative
PF3D7_1355800	splicing factor 3B subunit 5, putative
PF3D7_1355900	RWD domain-containing protein, putative
PF3D7_1356000	conserved Plasmodium protein, unknown function
PF3D7_1356100	conserved Plasmodium protein, unknown function
PF3D7_1356200	mitochondrial import inner membrane translocase subunit TIM23, putative
PF3D7_1356300	ubiquitin-conjugating enzyme E2, putative
PF3D7_1356400	phosphatase 2A regulatory subunit-related protein, putative
PF3D7_1356500	conserved Plasmodium protein, unknown function
PF3D7_1356600	regulator of chromosome condensation, putative
PF3D7_1356700	DnaJ protein, putative
PF3D7_1356800	serine/threonine protein kinase ARK3, putative
PF3D7_1356900	protein kinase 5
PF3D7_1357000	elongation factor 1-alpha
PF3D7_1357100	elongation factor 1-alpha
PF3D7_1357200	glutamate--tRNA ligase
PF3D7_1357300	dynein light chain, putative
PF3D7_1357400	conserved Plasmodium protein, unknown function
PF3D7_1357500	DNA helicase, putative
PF3D7_1357600	conserved protein, unknown function
PF3D7_1357700	U3 small nucleolar RNA-associated protein 21, putative
PF3D7_1357800	T-complex protein 1 subunit delta
PF3D7_1357900	pyrroline-5-carboxylate reductase, putative
PF3D7_1358000	patatin-like phospholipase, putative
PF3D7_1358100	Sas10 domain-containing protein, putative
PF3D7_1358200	conserved Plasmodium protein, unknown function
PF3D7_1358300	rhomboid protease ROM7, putative
PF3D7_1358400	conserved Plasmodium protein, unknown function
PF3D7_1358500	zinc finger protein, putative
PF3D7_1358600	zinc finger protein, putative
PF3D7_1358700	YOP1-like protein, putative
PF3D7_1358800	40S ribosomal protein S15
PF3D7_1358900	GTP-binding protein, putative
PF3D7_1359000	conserved Plasmodium protein, unknown function
PF3D7_1359100	riboflavin kinase, putative
PF3D7_1359200	high mobility group protein B4, putative
PF3D7_1359300	exosome complex exonuclease RRP44
PF3D7_1359400	CUGBP Elav-like family member 1
PF3D7_1359500	conserved Plasmodium protein, unknown function
PF3D7_1359600	conserved Plasmodium protein, unknown function
PF3D7_1359700	conserved Plasmodium protein, unknown function
PF3D7_1359800	ADP-ribosylation factor, putative
PF3D7_1359900	conserved Plasmodium membrane protein, unknown function
PF3D7_1360000	ATP synthase-associated protein, putative
PF3D7_1360100	RNA-binding protein, putative
PF3D7_1360200	ER membrane protein complex subunit 3, putative
PF3D7_1360300	conserved Plasmodium protein, unknown function
PF3D7_1360400	conserved Plasmodium protein, unknown function
PF3D7_1360500	guanylyl cyclase beta
PF3D7_1360700	E3 SUMO-protein ligase PIAS, putative
PF3D7_1360800	falcilysin
PF3D7_1360900	RNA-binding protein, putative
PF3D7_1361000	protein arginine N-methyltransferase 5, putative
PF3D7_1361100	protein transport protein Sec24A
PF3D7_1361200	conserved Plasmodium protein, unknown function
PF3D7_1361300	conserved Plasmodium protein, unknown function
PF3D7_1361400	actin-depolymerizing factor 2
PF3D7_1361500	PH domain-containing protein, putative
PF3D7_1361600	Fe-S assembly protein IscX, putative
PF3D7_1361700	cytochrome c oxidase subunit 2A, putative
PF3D7_1361800	glideosome-associated connector
PF3D7_1361900	proliferating cell nuclear antigen 1
PF3D7_1362000	cytochrome c oxidase subunit ApiCOX24, putative
PF3D7_1362100	14-3-3 protein
PF3D7_1362200	RuvB-like helicase 3
PF3D7_1362300	transmembrane and coiled-coil domain-containing protein 1, putative
PF3D7_1362400	calpain
PF3D7_1362500	3'-5' exonuclease, putative
PF3D7_1362600	conserved protein, unknown function
PF3D7_1362700	conserved Plasmodium protein, unknown function
PF3D7_1362800	conserved Plasmodium protein, unknown function
PF3D7_1362900	conserved Plasmodium protein, unknown function
PF3D7_1363000	conserved Plasmodium protein, unknown function
PF3D7_1363100	conserved Plasmodium protein, unknown function
PF3D7_1363200	bifunctional polynucleotide phosphatase/kinase
PF3D7_1363300	50S ribosomal protein L9, mitochondrial, putative
PF3D7_1363400	polyubiquitin binding protein, putative
PF3D7_1363500	CCR4 domain-containing protein 2, putative
PF3D7_1363600	conserved Plasmodium protein, unknown function
PF3D7_1363700	protein AMR1
PF3D7_1363800	nuclear fusion protein, putative
PF3D7_1363900	unspecified product
PF3D7_1364000	conserved protein, unknown function
PF3D7_1364100	6-cysteine protein P92
PF3D7_1364200	nucleoporin NUP205, putative
PF3D7_1364300	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16
PF3D7_1364400	conserved Plasmodium protein, unknown function
PF3D7_1364500	exosome complex component RRP45, putative
PF3D7_1364600	aldehyde reductase, putative
PF3D7_1364700	WD repeat-containing protein, putative, pseudogene
PF3D7_1364800	DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative
PF3D7_1364900	ferrochelatase
PF3D7_1365000	conserved Plasmodium protein, unknown function
PF3D7_1365100	ribosomal protein S17, mitochondrial
PF3D7_1365200	conserved protein, unknown function
PF3D7_1365300	conserved Plasmodium protein, unknown function
PF3D7_1365400	adenylyltransferase and sulfurtransferase UBA4, putative
PF3D7_1365500	aminomethyltransferase, mitochondrial, putative
PF3D7_1365600	DNA topoisomerase 6 subunit B, putative
PF3D7_1365700	SNARE associated Golgi protein, putative
PF3D7_1365800	conserved Plasmodium protein, unknown function
PF3D7_1365900	ubiquitin-60S ribosomal protein L40
PF3D7_1366000	conserved Plasmodium protein, unknown function
PF3D7_1366100	DIP13 homolog, putative
PF3D7_1366200	conserved protein, unknown function
PF3D7_1366300	conserved Plasmodium protein, unknown function
PF3D7_1366400	rhoptry protein RHOP148
PF3D7_1366500	nucleoside diphosphate kinase
PF3D7_1366600	signal recognition particle receptor subunit alpha, putative
PF3D7_1366700	conserved Plasmodium protein, unknown function
PF3D7_1366800	phosphatidylserine synthase, putative
PF3D7_1366900	conserved protein, unknown function
PF3D7_1367000	suppressor of kinetochore protein 1, putative
PF3D7_1367100	U1 small nuclear ribonucleoprotein 70 kDa homolog, putative
PF3D7_1367200	CLAMP domain-containing protein, putative
PF3D7_1367300	conserved Plasmodium protein, unknown function
PF3D7_1367400	conserved Plasmodium protein, unknown function
PF3D7_1367500	NADH-cytochrome b5 reductase, putative
PF3D7_1367600	ribosome biogenesis protein MRT4, putative
PF3D7_1367700	alanine--tRNA ligase
PF3D7_1367800	secreted ookinete protein, putative
PF3D7_1367900	conserved Plasmodium protein, unknown function
PF3D7_1368000	conserved protein, unknown function
PF3D7_1368100	26S proteasome regulatory subunit RPN11, putative
PF3D7_1368200	ABC transporter E family member 1, putative
PF3D7_1368300	conserved Plasmodium protein, unknown function
PF3D7_1368400	ribosomal protein L1, putative
PF3D7_1368500	heptatricopeptide repeat-containing protein, putative
PF3D7_1368600	mitochondrial import inner membrane translocase subunit TIM9, putative
PF3D7_1368700	mitochondrial carrier protein, putative
PF3D7_1368800	DNA repair endonuclease XPF, putative
PF3D7_1368900	conserved protein, unknown function
PF3D7_1369000	glycosylphosphatidylinositol anchor attachment 1 protein, putative
PF3D7_1369100	conserved Plasmodium protein, unknown function
PF3D7_1369200	conserved Plasmodium protein, unknown function
PF3D7_1369300	conserved Plasmodium protein, unknown function
PF3D7_1369400	conserved Plasmodium protein, unknown function
PF3D7_1369500	conserved protein, unknown function
PF3D7_1369600	conserved Plasmodium protein, unknown function
PF3D7_1369700	U2 small nuclear ribonucleoprotein A', putative
PF3D7_1369800	tRNA Arginine
PF3D7_1369900	tRNA Tryptophan
PF3D7_1370000	tRNA Arginine
PF3D7_1370100	tRNA Cysteine
PF3D7_1370200	tRNA Glycine
PF3D7_1370300	membrane associated histidine-rich protein 1
PF3D7_1370500	non-coding RNA
PF3D7_1370800	non-coding RNA
PF3D7_1370900	non-coding RNA
PF3D7_1371000	18S ribosomal RNA
PF3D7_1371200	5.8S ribosomal RNA
PF3D7_1371300	28S ribosomal RNA
PF3D7_1371500	probable protein, unknown function
PF3D7_1371600	erythrocyte binding like protein 1, pseudogene
PF3D7_1371700	serine/threonine protein kinase, FIKK family
PF3D7_1371800	Plasmodium exported protein, unknown function
PF3D7_1371900	Plasmodium exported protein, unknown function
PF3D7_1372000	Plasmodium exported protein (PHISTa), unknown function
PF3D7_1372100	Plasmodium exported protein (PHISTb), unknown function
PF3D7_1372200	histidine-rich protein III
PF3D7_1372300	Plasmodium exported protein (PHIST), unknown function
PF3D7_1372400	acyl-CoA synthetase
PF3D7_1372500	stevor, pseudogene
PF3D7_1372600	rifin
PF3D7_1372700	rifin
PF3D7_1372800	stevor
PF3D7_1372900	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_1373000	rifin
PF3D7_1373100	rifin
PF3D7_1373200	Plasmodium exported protein, unknown function, fragment
PF3D7_1373300	rifin
PF3D7_1373400	rifin
PF3D7_1373500	erythrocyte membrane protein 1, PfEMP1
PF3D7_1400100	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_1400200	rifin
PF3D7_1400300	rifin
PF3D7_1400400	rifin
PF3D7_1400500	rifin
PF3D7_1400600	rifin
PF3D7_1400700	stevor
PF3D7_1400800	rifin
PF3D7_1400900	Plasmodium exported protein (PHISTa), unknown function, pseudogene
PF3D7_1401000	GBPH protein
PF3D7_1401050	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_1401100	DnaJ protein, putative
PF3D7_1401200	Plasmodium exported protein, unknown function
PF3D7_1401300	epoxide hydrolase 2
PF3D7_1401400	early transcribed membrane protein 14.1
PF3D7_1401500	esterase, putative
PF3D7_1401600	Plasmodium exported protein (PHISTb), unknown function
PF3D7_1401700	conserved Plasmodium protein, unknown function
PF3D7_1401800	choline kinase
PF3D7_1401900	conserved protein, unknown function
PF3D7_1402000	conserved Plasmodium protein, unknown function
PF3D7_1402100	pseudouridine synthase, putative
PF3D7_1402200	cytochrome c oxidase subunit ApiCOX19, putative
PF3D7_1402300	26S proteasome regulatory subunit RPN6
PF3D7_1402400	zinc finger protein, putative
PF3D7_1402500	ribosomal protein S27a, putative
PF3D7_1402600	small nucleolar RNA snoR22
PF3D7_1402700	U2 snRNP-associated SURP motif-containing protein, putative
PF3D7_1402800	conserved Plasmodium protein, unknown function
PF3D7_1402900	conserved Plasmodium protein, unknown function
PF3D7_1403000	radial spoke protein 3, putative
PF3D7_1403100	condensin complex subunit 1, putative
PF3D7_1403200	EGF domain-containing protein, putative
PF3D7_1403300	tetratricopeptide repeat protein, putative
PF3D7_1403400	conserved Plasmodium protein, unknown function
PF3D7_1403500	dynein light chain, putative
PF3D7_1403600	selenoprotein
PF3D7_1403700	translocation associated membrane protein, putative
PF3D7_1403800	nuclear formin-like protein MISFIT, putative
PF3D7_1403900	serine/threonine protein phosphatase CPPED1, putative
PF3D7_1404000	DNA-directed RNA polymerase II subunit RPB4, putative
PF3D7_1404100	cytochrome c, putative
PF3D7_1404200	conserved Plasmodium protein, unknown function
PF3D7_1404300	secreted ookinete adhesive protein, putative
PF3D7_1404400	ribosomal protein L16, mitochondrial, putative
PF3D7_1404500	rRNA biogenesis protein RRP5, putative
PF3D7_1404600	adenylyl cyclase alpha
PF3D7_1404700	cysteine-rich small secreted protein CSS, putative
PF3D7_1404800	conserved Plasmodium protein, unknown function
PF3D7_1404900	conserved Plasmodium protein, unknown function
PF3D7_1405000	conserved Plasmodium protein, unknown function
PF3D7_1405100	GTPase-activating protein, putative
PF3D7_1405200	trafficking protein particle complex subunit 1, putative
PF3D7_1405300	conserved Plasmodium protein, unknown function
PF3D7_1405400	DNA mismatch repair protein, putative
PF3D7_1405500	COBW domain-containing protein 1, putative
PF3D7_1405600	ribonucleoside-diphosphate reductase small chain, putative
PF3D7_1405700	RING zinc finger protein, putative
PF3D7_1405800	ribosome biogenesis protein BOP1, putative
PF3D7_1405900	RNA-binding protein, putative
PF3D7_1406000	RNA-binding protein 8A, putative
PF3D7_1406100	tubby domain-containing protein, putative
PF3D7_1406200	transcription elongation factor SPT6, putative
PF3D7_1406300	glycerophosphodiester phosphodiesterase
PF3D7_1406400	pentatricopeptide repeat-containing protein 1
PF3D7_1406500	WD repeat-containing protein 65, putative
PF3D7_1406600	ATP-dependent Clp protease regulatory subunit ClpC
PF3D7_1406700	vacuolar protein sorting-associated protein 29
PF3D7_1406800	glideosome associated protein with multiple membrane spans 3
PF3D7_1406900	radical SAM protein, putative
PF3D7_1407000	LCCL domain-containing protein
PF3D7_1407100	rRNA 2'-O-methyltransferase fibrillarin, putative
PF3D7_1407200	conserved Plasmodium protein, unknown function
PF3D7_1407300	pre-mRNA-splicing factor 38B, putative
PF3D7_1407400	conserved Plasmodium protein, unknown function
PF3D7_1407500	multifunctional methyltransferase subunit TRM112, putative
PF3D7_1407600	conserved Plasmodium protein, unknown function
PF3D7_1407700	conserved protein, unknown function
PF3D7_1407800	plasmepsin IV
PF3D7_1407900	plasmepsin I
PF3D7_1408000	plasmepsin II
PF3D7_1408100	plasmepsin III
PF3D7_1408200	AP2 domain transcription factor AP2-G2, putative
PF3D7_1408300	conserved Plasmodium protein, unknown function
PF3D7_1408400	FANCJ-like helicase, putative
PF3D7_1408500	conserved Plasmodium protein, unknown function
PF3D7_1408600	40S ribosomal protein S8e, putative
PF3D7_1408700	conserved protein, unknown function
PF3D7_1408800	conserved Plasmodium protein, unknown function
PF3D7_1408900	tRNA-dihydrouridine synthase, putative
PF3D7_1409000	WD repeat-containing protein, putative
PF3D7_1409100	aldo-keto reductase, putative
PF3D7_1409200	conserved Plasmodium protein, unknown function
PF3D7_1409300	DNA damage-inducible protein 1, putative
PF3D7_1409400	conserved protein, unknown function
PF3D7_1409500	conserved Plasmodium protein, unknown function
PF3D7_1409600	conserved Plasmodium protein, unknown function
PF3D7_1409700	conserved protein, unknown function
PF3D7_1409800	CUGBP Elav-like family member 2, putative
PF3D7_1409900	cytidine diphosphate-diacylglycerol synthase
PF3D7_1410000	ER membrane protein complex subunit 2, putative
PF3D7_1410100	alpha/beta hydrolase, putative
PF3D7_1410200	CTP synthase
PF3D7_1410300	WD repeat-containing protein, putative
PF3D7_1410400	rhoptry-associated protein 1
PF3D7_1410500	conserved Plasmodium protein, unknown function
PF3D7_1410600	eukaryotic translation initiation factor 2 subunit gamma, putative
PF3D7_1410700	conserved protein, unknown function
PF3D7_1410800	ankyrin-repeat protein, putative
PF3D7_1410900	ribosome maturation protein SBDS, putative
PF3D7_1411000	conserved Plasmodium protein, unknown function
PF3D7_1411100	conserved Plasmodium membrane protein, unknown function
PF3D7_1411200	rhomboid protease ROM8
PF3D7_1411300	DnaJ protein, putative
PF3D7_1411400	plastid replication-repair enzyme
PF3D7_1411500	conserved Plasmodium protein, unknown function
PF3D7_1411600	GTP-binding protein Obg1
PF3D7_1411700	methyltransferase, putative
PF3D7_1411800	conserved Plasmodium protein, unknown function
PF3D7_1411900	p1/s1 nuclease, putative
PF3D7_1412000	p1/s1 nuclease, putative
PF3D7_1412100	mini-chromosome maintenance complex-binding protein, putative
PF3D7_1412200	conserved Plasmodium protein, unknown function
PF3D7_1412300	nuclear transport factor 2, putative
PF3D7_1412400	conserved Plasmodium protein, unknown function
PF3D7_1412500	actin II
PF3D7_1412600	deoxyhypusine synthase
PF3D7_1412700	AAA family ATPase, putative
PF3D7_1412800	glycylpeptide N-tetradecanoyltransferase
PF3D7_1412900	ubiquitin-conjugating enzyme E2, putative
PF3D7_1413000	conserved Plasmodium protein, unknown function
PF3D7_1413100	conserved Plasmodium protein, unknown function
PF3D7_1413200	conserved Plasmodium protein, unknown function
PF3D7_1413300	conserved Plasmodium protein, unknown function
PF3D7_1413400	30S ribosomal protein S9, putative
PF3D7_1413500	iron-sulfur cluster assembly protein SufC
PF3D7_1413600	conserved Plasmodium protein, unknown function
PF3D7_1413700	conserved Plasmodium protein, unknown function
PF3D7_1413800	diphthamide biosynthesis protein 1, putative
PF3D7_1413900	DnaJ protein, putative
PF3D7_1414000	26S proteasome regulatory subunit RPN13, putative
PF3D7_1414100	zinc finger protein, putative
PF3D7_1414200	conserved Plasmodium protein, unknown function
PF3D7_1414300	60S ribosomal protein L10, putative
PF3D7_1414400	serine/threonine protein phosphatase PP1
PF3D7_1414500	atypical protein kinase, ABC-1 family, putative
PF3D7_1414600	mRNA-capping enzyme subunit alpha
PF3D7_1414700	ubiquitin carboxyl-terminal hydrolase, putative
PF3D7_1414800	small nuclear ribonucleoprotein-associated protein B, putative
PF3D7_1414900	ATP-dependent protease, putative
PF3D7_1415000	uracil-DNA glycosylase
PF3D7_1415100	conserved protein, unknown function
PF3D7_1415200	DNA-directed RNA polymerases I and III subunit RPAC2, putative
PF3D7_1415300	RNA-binding protein Nova-1, putative
PF3D7_1415400	Btz domain-containing protein, putative
PF3D7_1415500	conserved Plasmodium membrane protein, unknown function
PF3D7_1415600	conserved Plasmodium protein, unknown function
PF3D7_1415700	serine palmitoyltransferase, putative
PF3D7_1415800	ribosomal RNA small subunit methyltransferase A1
PF3D7_1415900	zinc finger protein, putative
PF3D7_1416000	conserved Plasmodium protein, unknown function
PF3D7_1416100	protein SEY1, putative
PF3D7_1416200	metacaspase-3
PF3D7_1416300	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, putative
PF3D7_1416400	conserved protein, unknown function
PF3D7_1416500	NADP-specific glutamate dehydrogenase
PF3D7_1416600	conserved Plasmodium protein, unknown function
PF3D7_1416700	conserved protein, unknown function
PF3D7_1416800	lysine--tRNA ligase, putative
PF3D7_1416900	prefoldin subunit 2, putative
PF3D7_1417000	inner membrane complex protein 1l
PF3D7_1417100	conserved Plasmodium protein, unknown function
PF3D7_1417200	NOT family protein, putative
PF3D7_1417300	cysteine protease ATG4, putative
PF3D7_1417400	rap guanine nucleotide exchange factor, putative, pseudogene
PF3D7_1417500	H/ACA ribonucleoprotein complex subunit 4, putative
PF3D7_1417600	conserved Plasmodium protein, unknown function
PF3D7_1417700	conserved protein, unknown function
PF3D7_1417800	DNA replication licensing factor MCM2
PF3D7_1417900	ATP synthase-associated protein, putative
PF3D7_1418000	ubiquitin fusion degradation protein 1, putative
PF3D7_1418100	liver specific protein 1, putative
PF3D7_1418200	conserved Plasmodium protein, unknown function
PF3D7_1418300	calmodulin, putative
PF3D7_1418400	tRNA Proline
PF3D7_1418500	5S ribosomal RNA
PF3D7_1418600	5S ribosomal RNA
PF3D7_1418700	5S ribosomal RNA
PF3D7_1418800	signal recognition particle RNA
PF3D7_1418900	ATP-dependent RNA helicase DBP4, putative
PF3D7_1419000	conserved Plasmodium protein, unknown function
PF3D7_1419100	ATP-dependent RNA helicase DDX55
PF3D7_1419200	thioredoxin-like protein, putative
PF3D7_1419300	glutathione S-transferase
PF3D7_1419400	conserved Plasmodium membrane protein, unknown function
PF3D7_1419500	conserved Plasmodium protein, unknown function
PF3D7_1419600	conserved Plasmodium protein, unknown function
PF3D7_1419700	eukaryotic translation initiation factor 3 subunit H, putative
PF3D7_1419800	glutathione reductase
PF3D7_1419900	YTH domain-containing protein 1, putative
PF3D7_1420000	splicing factor 3B subunit 4, putative
PF3D7_1420100	conserved Plasmodium protein, unknown function
PF3D7_1420200	myosin-specific chaperone UNC, putative
PF3D7_1420300	DNL-type zinc finger protein
PF3D7_1420400	glycine--tRNA ligase
PF3D7_1420500	protein GPR89, putative
PF3D7_1420600	pantothenate kinase 1, putative
PF3D7_1420700	surface protein P113
PF3D7_1420800	dynein light chain, putative
PF3D7_1420900	mannose-1-phosphate guanyltransferase, putative
PF3D7_1421000	DIX domain-containing protein, putative
PF3D7_1421100	conserved Plasmodium protein, unknown function
PF3D7_1421150	C/D small nucleolar RNA
PF3D7_1421200	40S ribosomal protein S25
PF3D7_1421300	conserved Plasmodium protein, unknown function
PF3D7_1421400	DNA-directed RNA polymerase III subunit RPC6, putative
PF3D7_1421500	mitochondrial import inner membrane translocase subunit TIM8, putative
PF3D7_1421600	conserved Plasmodium protein, unknown function
PF3D7_1421700	non-coding RNA
PF3D7_1421800	conserved Plasmodium protein, unknown function
PF3D7_1421900	copper transporter, putative
PF3D7_1422000	cytochrome c oxidase assembly protein COX14, putative
PF3D7_1422100	ribosomal protein L21, mitochondrial, putative
PF3D7_1422200	conserved Plasmodium protein, unknown function
PF3D7_1422300	DnaJ protein, putative
PF3D7_1422400	conserved Plasmodium protein, unknown function
PF3D7_1422500	ERAD-associated E3 ubiquitin-protein ligase HRD1
PF3D7_1422600	conserved Plasmodium protein, unknown function
PF3D7_1422700	conserved Plasmodium protein, unknown function
PF3D7_1422800	actin-related protein, putative
PF3D7_1422900	14-3-3 protein, putative
PF3D7_1423000	nucleolar GTP-binding protein 2, putative
PF3D7_1423100	ankyrin-repeat protein, putative
PF3D7_1423200	peptidyl-prolyl cis-trans isomerase
PF3D7_1423300	serine/threonine protein phosphatase 7
PF3D7_1423400	conserved Plasmodium membrane protein, unknown function
PF3D7_1423500	conserved Plasmodium protein, unknown function
PF3D7_1423600	calcium-dependent protein kinase, putative
PF3D7_1423700	conserved Plasmodium protein, unknown function
PF3D7_1423800	vacuolar protein sorting-associated protein 3, putative
PF3D7_1423900	small nucleolar RNA snoR23
PF3D7_1424000	small nucleolar RNA snoR24
PF3D7_1424100	60S ribosomal protein L5, putative
PF3D7_1424200	small nucleolar RNA snoR25
PF3D7_1424300	small nucleolar RNA snoR26
PF3D7_1424400	60S ribosomal protein L7-3, putative
PF3D7_1424500	small nucleolar RNA snoR27
PF3D7_1424600	small nucleolar RNA snoR28
PF3D7_1424700	small nucleolar RNA snoR29
PF3D7_1424800	non-coding RNA
PF3D7_1424900	small nucleolar RNA snoR30
PF3D7_1425000	Plasmodium RNA of unknown function RUF4
PF3D7_1425100	small nucleolar RNA snoR31
PF3D7_1425200	enoyl-CoA hydratase, putative
PF3D7_1425300	conserved Plasmodium protein, unknown function
PF3D7_1425400	DEAD/DEAH box helicase, putative
PF3D7_1425500	conserved Plasmodium protein, unknown function
PF3D7_1425600	zinc finger protein, putative
PF3D7_1425700	conserved Plasmodium protein, unknown function
PF3D7_1425800	conserved Plasmodium protein, unknown function
PF3D7_1425900	conserved Plasmodium protein, unknown function
PF3D7_1426000	60S ribosomal protein L21
PF3D7_1426100	transcription factor BTF3, putative
PF3D7_1426200	protein arginine N-methyltransferase 1
PF3D7_1426300	dynein intermediate chain, putative
PF3D7_1426400	MORN repeat protein, putative
PF3D7_1426500	ABC transporter G family member 2
PF3D7_1426600	conserved Plasmodium protein, unknown function
PF3D7_1426700	phosphoenolpyruvate carboxylase
PF3D7_1426800	conserved Plasmodium protein, unknown function
PF3D7_1426900	cytochrome b-c1 complex subunit 6, putative
PF3D7_1427000	conserved Plasmodium protein, unknown function
PF3D7_1427100	lipase, putative
PF3D7_1427200	selenoprotein
PF3D7_1427300	conserved Plasmodium protein, unknown function
PF3D7_1427400	conserved Plasmodium membrane protein, unknown function
PF3D7_1427500	DNA mismatch repair protein MSH2, putative
PF3D7_1427600	CorA-like Mg2+ transporter protein, putative
PF3D7_1427700	conserved Plasmodium protein, unknown function
PF3D7_1427800	exosome complex component RRP41
PF3D7_1427900	leucine-rich repeat protein
PF3D7_1428000	conserved Plasmodium membrane protein, unknown function
PF3D7_1428100	WW domain-binding protein 11, putative
PF3D7_1428200	major facilitator superfamily domain-containing protein, putative
PF3D7_1428300	proliferation-associated protein 2g4, putative
PF3D7_1428400	WD and tetratricopeptide repeats protein 1, putative
PF3D7_1428500	protein kinase, putative
PF3D7_1428600	peptide chain release factor 1
PF3D7_1428700	heme/steroid binding domain containing protein, putative
PF3D7_1428800	transcription initiation TFIID-like, putative
PF3D7_1428900	conserved Plasmodium protein, unknown function
PF3D7_1429000	protein archease, putative
PF3D7_1429100	ribosomal protein L15, apicoplast, putative
PF3D7_1429200	AP2 domain transcription factor AP2-O3, putative
PF3D7_1429300	CPW-WPC family protein
PF3D7_1429400	rRNA (adenosine-2'-O-)-methyltransferase, putative
PF3D7_1429500	diphthamide biosynthesis protein 2, putative
PF3D7_1429600	conserved Plasmodium protein, unknown function
PF3D7_1429700	ribosomal protein L15, mitochondrial, putative
PF3D7_1429800	coatomer subunit beta, putative
PF3D7_1429900	ADP-dependent DNA helicase RecQ
PF3D7_1430000	conserved protein, unknown function
PF3D7_1430100	serine/threonine protein phosphatase 2A activator
PF3D7_1430200	plasmepsin IX
PF3D7_1430300	acid phosphatase, putative
PF3D7_1430400	autophagy protein 5, putative
PF3D7_1430500	conserved Plasmodium protein, unknown function
PF3D7_1430600	endonuclease/exonuclease/phosphatase family protein, putative
PF3D7_1430700	NADP-specific glutamate dehydrogenase
PF3D7_1430800	PhIL1 interacting protein PIP3
PF3D7_1430900	cytochrome c oxidase subunit 2B, putative
PF3D7_1431000	ribosomal protein L17, mitochondrial, putative
PF3D7_1431100	PhIL1 interacting protein PIP2
PF3D7_1431200	OST-HTH associated domain protein, putative
PF3D7_1431300	large subunit GTPase 1, putative
PF3D7_1431400	surface-related antigen SRA
PF3D7_1431500	mitogen-activated protein kinase 1
PF3D7_1431600	succinyl-CoA ligase [ADP-forming] subunit beta, putative
PF3D7_1431700	60S ribosomal protein L14, putative
PF3D7_1431800	apyrase, putative
PF3D7_1431900	inner membrane complex suture component, putative
PF3D7_1432000	syntaxin, Qa-SNARE family
PF3D7_1432100	voltage-dependent anion-selective channel protein, putative
PF3D7_1432200	conserved Plasmodium protein, unknown function
PF3D7_1432300	conserved Plasmodium protein, unknown function
PF3D7_1432400	leucine-rich repeat protein
PF3D7_1432500	RNA methyltransferase, putative
PF3D7_1432600	conserved Plasmodium protein, unknown function
PF3D7_1432700	protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative
PF3D7_1432800	HP12 protein homolog, putative
PF3D7_1432900	SF-assemblin, putative
PF3D7_1433000	H/ACA ribonucleoprotein complex subunit 3, putative
PF3D7_1433100	HID1 domain-containing protein, putative
PF3D7_1433200	conserved Plasmodium protein, unknown function
PF3D7_1433300	histone-binding protein RBBP7, putative
PF3D7_1433400	PHD finger protein PHD2, putative
PF3D7_1433500	DNA topoisomerase 2
PF3D7_1433600	signal peptidase complex subunit SPC1, putative
PF3D7_1433700	conserved Plasmodium protein, unknown function
PF3D7_1433800	conserved Plasmodium protein, unknown function
