Transcript_ID	Product_Description
PF3D7_1366100.1	DIP13 homolog, putative
PF3D7_1366200.1	conserved protein, unknown function
PF3D7_1366300.1	conserved Plasmodium protein, unknown function
PF3D7_1366400.1	rhoptry protein RHOP148
PF3D7_1366500.1	nucleoside diphosphate kinase
PF3D7_1366600.1	signal recognition particle receptor subunit alpha, putative
PF3D7_1366700.1	conserved Plasmodium protein, unknown function
PF3D7_1366800.1	phosphatidylserine synthase, putative
PF3D7_1366900.1	conserved protein, unknown function
PF3D7_1367000.1	suppressor of kinetochore protein 1, putative
PF3D7_1367100.1	U1 small nuclear ribonucleoprotein 70 kDa homolog, putative
PF3D7_1367200.1	CLAMP domain-containing protein, putative
PF3D7_1367300.1	conserved Plasmodium protein, unknown function
PF3D7_1367400.1	conserved Plasmodium protein, unknown function
PF3D7_1367500.1	NADH-cytochrome b5 reductase, putative
PF3D7_1367600.1	ribosome biogenesis protein MRT4, putative
PF3D7_1367700.1	alanine--tRNA ligase
PF3D7_1367800.1	secreted ookinete protein, putative
PF3D7_1367900.1	conserved Plasmodium protein, unknown function
PF3D7_1368000.1	conserved protein, unknown function
PF3D7_1368100.1	26S proteasome regulatory subunit RPN11, putative
PF3D7_1368200.1	ABC transporter E family member 1, putative
PF3D7_1368300.1	conserved Plasmodium protein, unknown function
PF3D7_1368400.1	ribosomal protein L1, putative
PF3D7_1368500.1	heptatricopeptide repeat-containing protein, putative
PF3D7_1368600.1	mitochondrial import inner membrane translocase subunit TIM9, putative
PF3D7_1368700.1	mitochondrial carrier protein, putative
PF3D7_1368800.1	DNA repair endonuclease XPF, putative
PF3D7_1368900.1	conserved protein, unknown function
PF3D7_1369000.1	glycosylphosphatidylinositol anchor attachment 1 protein, putative
PF3D7_1369100.1	conserved Plasmodium protein, unknown function
PF3D7_1369200.1	conserved Plasmodium protein, unknown function
PF3D7_1369300.1	conserved Plasmodium protein, unknown function
PF3D7_1369400.1	conserved Plasmodium protein, unknown function
PF3D7_1369500.1	conserved protein, unknown function
PF3D7_1369600.1	conserved Plasmodium protein, unknown function
PF3D7_1369700.1	U2 small nuclear ribonucleoprotein A', putative
PF3D7_1369800.1	tRNA Arginine
PF3D7_1369900.1	tRNA Tryptophan
PF3D7_1370000.1	tRNA Arginine
PF3D7_1370100.1	tRNA Cysteine
PF3D7_1370200.1	tRNA Glycine
PF3D7_1370300.1	membrane associated histidine-rich protein 1
PF3D7_1370500.1	non-coding RNA
PF3D7_1370800.1	non-coding RNA
PF3D7_1370900.1	non-coding RNA
PF3D7_1371000.1	18S ribosomal RNA
PF3D7_1371200.1	5.8S ribosomal RNA
PF3D7_1371300.1	28S ribosomal RNA
PF3D7_1371500.1	probable protein, unknown function
PF3D7_1371600.1	erythrocyte binding like protein 1, pseudogene
PF3D7_1371700.1	serine/threonine protein kinase, FIKK family
PF3D7_1371800.1	Plasmodium exported protein, unknown function
PF3D7_1371900.1	Plasmodium exported protein, unknown function
PF3D7_1372000.1	Plasmodium exported protein (PHISTa), unknown function
PF3D7_1372100.1	Plasmodium exported protein (PHISTb), unknown function
PF3D7_1372200.1	histidine-rich protein III
PF3D7_1372300.1	Plasmodium exported protein (PHIST), unknown function
PF3D7_1372400.1	acyl-CoA synthetase
PF3D7_1372500.1	stevor, pseudogene
PF3D7_1372600.1	rifin
PF3D7_1372700.1	rifin
PF3D7_1372800.1	stevor
PF3D7_1372900.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_1373000.1	rifin
PF3D7_1373100.1	rifin
PF3D7_1373200.1	Plasmodium exported protein, unknown function, fragment
PF3D7_1373300.1	rifin
PF3D7_1373400.1	rifin
PF3D7_1373500.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_1400100.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_1400200.1	rifin
PF3D7_1400300.1	rifin
PF3D7_1400400.1	rifin
PF3D7_1400500.1	rifin
PF3D7_1400600.1	rifin
PF3D7_1400700.1	stevor
PF3D7_1400800.1	rifin
PF3D7_1400900.1	Plasmodium exported protein (PHISTa), unknown function, pseudogene
PF3D7_1401000.1	GBPH protein
PF3D7_1401050.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_1401100.1	DnaJ protein, putative
PF3D7_1401200.1	Plasmodium exported protein, unknown function
PF3D7_1401300.1	epoxide hydrolase 2
PF3D7_1401400.1	early transcribed membrane protein 14.1
PF3D7_1401500.1	esterase, putative
PF3D7_1401600.1	Plasmodium exported protein (PHISTb), unknown function
PF3D7_1401700.1	conserved Plasmodium protein, unknown function
PF3D7_1401800.1	choline kinase
PF3D7_1401900.1	conserved protein, unknown function
PF3D7_1402000.1	conserved Plasmodium protein, unknown function
PF3D7_1402100.1	pseudouridine synthase, putative
PF3D7_1402200.1	cytochrome c oxidase subunit ApiCOX19, putative
PF3D7_1402300.1	26S proteasome regulatory subunit RPN6
PF3D7_1402400.1	zinc finger protein, putative
PF3D7_1402500.1	ribosomal protein S27a, putative
PF3D7_1402600.1	small nucleolar RNA snoR22
PF3D7_1402700.1	U2 snRNP-associated SURP motif-containing protein, putative
PF3D7_1402800.1	conserved Plasmodium protein, unknown function
PF3D7_1402900.1	conserved Plasmodium protein, unknown function
PF3D7_1403000.1	radial spoke protein 3, putative
PF3D7_1403100.1	condensin complex subunit 1, putative
PF3D7_1403200.1	EGF domain-containing protein, putative
PF3D7_1403300.1	tetratricopeptide repeat protein, putative
PF3D7_1403400.1	conserved Plasmodium protein, unknown function
PF3D7_1403500.1	dynein light chain, putative
PF3D7_1403600.1	selenoprotein
PF3D7_1403700.1	translocation associated membrane protein, putative
PF3D7_1403800.1	nuclear formin-like protein MISFIT, putative
PF3D7_1403900.1	serine/threonine protein phosphatase CPPED1, putative
PF3D7_1404000.1	DNA-directed RNA polymerase II subunit RPB4, putative
PF3D7_1404100.1	cytochrome c, putative
PF3D7_1404200.1	conserved Plasmodium protein, unknown function
PF3D7_1404300.1	secreted ookinete adhesive protein, putative
PF3D7_1404400.1	ribosomal protein L16, mitochondrial, putative
PF3D7_1404500.1	rRNA biogenesis protein RRP5, putative
PF3D7_1404600.1	adenylyl cyclase alpha
PF3D7_1404600.2	adenylyl cyclase alpha
PF3D7_1404600.3	adenylyl cyclase alpha
PF3D7_1404700.1	cysteine-rich small secreted protein CSS, putative
PF3D7_1404800.1	conserved Plasmodium protein, unknown function
PF3D7_1404900.1	conserved Plasmodium protein, unknown function
PF3D7_1405000.1	conserved Plasmodium protein, unknown function
PF3D7_1405100.1	GTPase-activating protein, putative
PF3D7_1405200.1	trafficking protein particle complex subunit 1, putative
PF3D7_1405300.1	conserved Plasmodium protein, unknown function
PF3D7_1405400.1	DNA mismatch repair protein, putative
PF3D7_1405500.1	COBW domain-containing protein 1, putative
PF3D7_1405600.1	ribonucleoside-diphosphate reductase small chain, putative
PF3D7_1405700.1	RING zinc finger protein, putative
PF3D7_1405800.1	ribosome biogenesis protein BOP1, putative
PF3D7_1405900.1	RNA-binding protein, putative
PF3D7_1406000.1	RNA-binding protein 8A, putative
PF3D7_1406100.1	tubby domain-containing protein, putative
PF3D7_1406200.1	transcription elongation factor SPT6, putative
PF3D7_1406300.1	glycerophosphodiester phosphodiesterase
PF3D7_1406400.1	pentatricopeptide repeat-containing protein 1
PF3D7_1406500.1	WD repeat-containing protein 65, putative
PF3D7_1406600.1	ATP-dependent Clp protease regulatory subunit ClpC
PF3D7_1406700.1	vacuolar protein sorting-associated protein 29
PF3D7_1406800.1	glideosome associated protein with multiple membrane spans 3
PF3D7_1406900.1	radical SAM protein, putative
PF3D7_1407000.1	LCCL domain-containing protein
PF3D7_1407100.1	rRNA 2'-O-methyltransferase fibrillarin, putative
PF3D7_1407200.1	conserved Plasmodium protein, unknown function
PF3D7_1407300.1	pre-mRNA-splicing factor 38B, putative
PF3D7_1407400.1	conserved Plasmodium protein, unknown function
PF3D7_1407500.1	multifunctional methyltransferase subunit TRM112, putative
PF3D7_1407600.1	conserved Plasmodium protein, unknown function
PF3D7_1407700.1	conserved protein, unknown function
PF3D7_1407800.1	plasmepsin IV
PF3D7_1407900.1	plasmepsin I
PF3D7_1408000.1	plasmepsin II
PF3D7_1408100.1	plasmepsin III
PF3D7_1408200.1	AP2 domain transcription factor AP2-G2, putative
PF3D7_1408300.1	conserved Plasmodium protein, unknown function
PF3D7_1408400.1	FANCJ-like helicase, putative
PF3D7_1408500.1	conserved Plasmodium protein, unknown function
PF3D7_1408600.1	40S ribosomal protein S8e, putative
PF3D7_1408700.1	conserved protein, unknown function
PF3D7_1408800.1	conserved Plasmodium protein, unknown function
PF3D7_1408900.1	tRNA-dihydrouridine synthase, putative
PF3D7_1409000.1	WD repeat-containing protein, putative
PF3D7_1409100.1	aldo-keto reductase, putative
PF3D7_1409200.1	conserved Plasmodium protein, unknown function
PF3D7_1409200.2	conserved Plasmodium protein, unknown function
PF3D7_1409300.1	DNA damage-inducible protein 1, putative
PF3D7_1409400.1	conserved protein, unknown function
PF3D7_1409500.1	conserved Plasmodium protein, unknown function
PF3D7_1409600.1	conserved Plasmodium protein, unknown function
PF3D7_1409700.1	conserved protein, unknown function
PF3D7_1409800.1	CUGBP Elav-like family member 2, putative
PF3D7_1409900.1	cytidine diphosphate-diacylglycerol synthase
PF3D7_1410000.1	ER membrane protein complex subunit 2, putative
PF3D7_1410100.1	alpha/beta hydrolase, putative
PF3D7_1410200.1	CTP synthase
PF3D7_1410300.1	WD repeat-containing protein, putative
PF3D7_1410400.1	rhoptry-associated protein 1
PF3D7_1410500.1	conserved Plasmodium protein, unknown function
PF3D7_1410600.1	eukaryotic translation initiation factor 2 subunit gamma, putative
PF3D7_1410700.1	conserved protein, unknown function
PF3D7_1410800.1	ankyrin-repeat protein, putative
PF3D7_1410900.1	ribosome maturation protein SBDS, putative
PF3D7_1411000.1	conserved Plasmodium protein, unknown function
PF3D7_1411000.2	conserved Plasmodium protein, unknown function
PF3D7_1411100.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1411100.2	unspecified product
PF3D7_1411200.1	rhomboid protease ROM8
PF3D7_1411300.1	DnaJ protein, putative
PF3D7_1411400.1	plastid replication-repair enzyme
PF3D7_1411500.1	conserved Plasmodium protein, unknown function
PF3D7_1411600.1	GTP-binding protein Obg1
PF3D7_1411700.1	methyltransferase, putative
PF3D7_1411800.1	conserved Plasmodium protein, unknown function
PF3D7_1411900.1	p1/s1 nuclease, putative
PF3D7_1412000.1	p1/s1 nuclease, putative
PF3D7_1412100.1	mini-chromosome maintenance complex-binding protein, putative
PF3D7_1412200.1	conserved Plasmodium protein, unknown function
PF3D7_1412300.1	nuclear transport factor 2, putative
PF3D7_1412400.1	conserved Plasmodium protein, unknown function
PF3D7_1412500.1	actin II
PF3D7_1412600.1	deoxyhypusine synthase
PF3D7_1412700.1	AAA family ATPase, putative
PF3D7_1412800.1	glycylpeptide N-tetradecanoyltransferase
PF3D7_1412900.1	ubiquitin-conjugating enzyme E2, putative
PF3D7_1412900.2	ubiquitin-conjugating enzyme E2, putative
PF3D7_1413000.1	conserved Plasmodium protein, unknown function
PF3D7_1413100.1	conserved Plasmodium protein, unknown function
PF3D7_1413200.1	conserved Plasmodium protein, unknown function
PF3D7_1413300.1	conserved Plasmodium protein, unknown function
PF3D7_1413400.1	30S ribosomal protein S9, putative
PF3D7_1413500.1	iron-sulfur cluster assembly protein SufC
PF3D7_1413600.1	conserved Plasmodium protein, unknown function
PF3D7_1413700.1	conserved Plasmodium protein, unknown function
PF3D7_1413800.1	diphthamide biosynthesis protein 1, putative
PF3D7_1413900.1	DnaJ protein, putative
PF3D7_1414000.1	26S proteasome regulatory subunit RPN13, putative
PF3D7_1414100.1	zinc finger protein, putative
PF3D7_1414200.1	conserved Plasmodium protein, unknown function
PF3D7_1414300.1	60S ribosomal protein L10, putative
PF3D7_1414400.1	serine/threonine protein phosphatase PP1
PF3D7_1414500.1	atypical protein kinase, ABC-1 family, putative
PF3D7_1414600.1	mRNA-capping enzyme subunit alpha
PF3D7_1414700.1	ubiquitin carboxyl-terminal hydrolase, putative
PF3D7_1414800.1	small nuclear ribonucleoprotein-associated protein B, putative
PF3D7_1414900.1	ATP-dependent protease, putative
PF3D7_1415000.1	uracil-DNA glycosylase
PF3D7_1415100.1	conserved protein, unknown function
PF3D7_1415200.1	DNA-directed RNA polymerases I and III subunit RPAC2, putative
PF3D7_1415300.1	RNA-binding protein Nova-1, putative
PF3D7_1415400.1	Btz domain-containing protein, putative
PF3D7_1415500.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1415600.1	conserved Plasmodium protein, unknown function
PF3D7_1415700.1	serine palmitoyltransferase, putative
PF3D7_1415800.1	ribosomal RNA small subunit methyltransferase A1
PF3D7_1415900.1	zinc finger protein, putative
PF3D7_1416000.1	conserved Plasmodium protein, unknown function
PF3D7_1416100.1	protein SEY1, putative
PF3D7_1416200.1	metacaspase-3
PF3D7_1416300.1	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, putative
PF3D7_1416400.1	conserved protein, unknown function
PF3D7_1416500.1	NADP-specific glutamate dehydrogenase
PF3D7_1416600.1	conserved Plasmodium protein, unknown function
PF3D7_1416700.1	conserved protein, unknown function
PF3D7_1416800.1	lysine--tRNA ligase, putative
PF3D7_1416900.1	prefoldin subunit 2, putative
PF3D7_1417000.1	inner membrane complex protein 1l
PF3D7_1417100.1	conserved Plasmodium protein, unknown function
PF3D7_1417200.1	NOT family protein, putative
PF3D7_1417300.1	cysteine protease ATG4, putative
PF3D7_1417400.1	rap guanine nucleotide exchange factor, putative, pseudogene
PF3D7_1417500.1	H/ACA ribonucleoprotein complex subunit 4, putative
PF3D7_1417600.1	conserved Plasmodium protein, unknown function
PF3D7_1417700.1	conserved protein, unknown function
PF3D7_1417800.1	DNA replication licensing factor MCM2
PF3D7_1417900.1	ATP synthase-associated protein, putative
PF3D7_1418000.1	ubiquitin fusion degradation protein 1, putative
PF3D7_1418100.1	liver specific protein 1, putative
PF3D7_1418200.1	conserved Plasmodium protein, unknown function
PF3D7_1418300.1	calmodulin, putative
PF3D7_1418400.1	tRNA Proline
PF3D7_1418500.1	5S ribosomal RNA
PF3D7_1418600.1	5S ribosomal RNA
PF3D7_1418700.1	5S ribosomal RNA
PF3D7_1418800.1	signal recognition particle RNA
PF3D7_1418900.1	ATP-dependent RNA helicase DBP4, putative
PF3D7_1419000.1	conserved Plasmodium protein, unknown function
PF3D7_1419100.1	ATP-dependent RNA helicase DDX55
PF3D7_1419200.1	thioredoxin-like protein, putative
PF3D7_1419300.1	glutathione S-transferase
PF3D7_1419400.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1419500.1	conserved Plasmodium protein, unknown function
PF3D7_1419600.1	conserved Plasmodium protein, unknown function
PF3D7_1419700.1	eukaryotic translation initiation factor 3 subunit H, putative
PF3D7_1419800.1	glutathione reductase
PF3D7_1419800.2	glutathione reductase
PF3D7_1419900.1	YTH domain-containing protein 1, putative
PF3D7_1420000.1	splicing factor 3B subunit 4, putative
PF3D7_1420100.1	conserved Plasmodium protein, unknown function
PF3D7_1420200.1	myosin-specific chaperone UNC, putative
PF3D7_1420300.1	DNL-type zinc finger protein
PF3D7_1420400.1	glycine--tRNA ligase
PF3D7_1420500.1	protein GPR89, putative
PF3D7_1420600.1	pantothenate kinase 1, putative
PF3D7_1420700.1	surface protein P113
PF3D7_1420800.1	dynein light chain, putative
PF3D7_1420900.1	mannose-1-phosphate guanyltransferase, putative
PF3D7_1421000.1	DIX domain-containing protein, putative
PF3D7_1421100.1	conserved Plasmodium protein, unknown function
PF3D7_1421150.1	C/D small nucleolar RNA
PF3D7_1421200.1	40S ribosomal protein S25
PF3D7_1421300.1	conserved Plasmodium protein, unknown function
PF3D7_1421400.1	DNA-directed RNA polymerase III subunit RPC6, putative
PF3D7_1421500.1	mitochondrial import inner membrane translocase subunit TIM8, putative
PF3D7_1421600.1	conserved Plasmodium protein, unknown function
PF3D7_1421700.1	non-coding RNA
PF3D7_1421800.1	conserved Plasmodium protein, unknown function
PF3D7_1421900.1	copper transporter, putative
PF3D7_1422000.1	cytochrome c oxidase assembly protein COX14, putative
PF3D7_1422100.1	ribosomal protein L21, mitochondrial, putative
PF3D7_1422200.1	conserved Plasmodium protein, unknown function
PF3D7_1422300.1	DnaJ protein, putative
PF3D7_1422400.1	conserved Plasmodium protein, unknown function
PF3D7_1422500.1	ERAD-associated E3 ubiquitin-protein ligase HRD1
PF3D7_1422600.1	conserved Plasmodium protein, unknown function
PF3D7_1422700.1	conserved Plasmodium protein, unknown function
PF3D7_1422800.1	actin-related protein, putative
PF3D7_1422900.1	14-3-3 protein, putative
PF3D7_1423000.1	nucleolar GTP-binding protein 2, putative
PF3D7_1423100.1	ankyrin-repeat protein, putative
PF3D7_1423200.1	peptidyl-prolyl cis-trans isomerase
PF3D7_1423300.1	serine/threonine protein phosphatase 7
PF3D7_1423400.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1423500.1	conserved Plasmodium protein, unknown function
PF3D7_1423600.1	calcium-dependent protein kinase, putative
PF3D7_1423700.1	conserved Plasmodium protein, unknown function
PF3D7_1423800.1	vacuolar protein sorting-associated protein 3, putative
PF3D7_1423900.1	small nucleolar RNA snoR23
PF3D7_1424000.1	small nucleolar RNA snoR24
PF3D7_1424100.1	60S ribosomal protein L5, putative
PF3D7_1424200.1	small nucleolar RNA snoR25
PF3D7_1424300.1	small nucleolar RNA snoR26
PF3D7_1424400.1	60S ribosomal protein L7-3, putative
PF3D7_1424500.1	small nucleolar RNA snoR27
PF3D7_1424600.1	small nucleolar RNA snoR28
PF3D7_1424700.1	small nucleolar RNA snoR29
PF3D7_1424800.1	non-coding RNA
PF3D7_1424900.1	small nucleolar RNA snoR30
PF3D7_1425000.1	Plasmodium RNA of unknown function RUF4
PF3D7_1425100.1	small nucleolar RNA snoR31
PF3D7_1425200.1	enoyl-CoA hydratase, putative
PF3D7_1425300.1	conserved Plasmodium protein, unknown function
PF3D7_1425400.1	DEAD/DEAH box helicase, putative
PF3D7_1425500.1	conserved Plasmodium protein, unknown function
PF3D7_1425600.1	zinc finger protein, putative
PF3D7_1425700.1	conserved Plasmodium protein, unknown function
PF3D7_1425800.1	conserved Plasmodium protein, unknown function
PF3D7_1425900.1	conserved Plasmodium protein, unknown function
PF3D7_1426000.1	60S ribosomal protein L21
PF3D7_1426100.1	transcription factor BTF3, putative
PF3D7_1426200.1	protein arginine N-methyltransferase 1
PF3D7_1426300.1	dynein intermediate chain, putative
PF3D7_1426400.1	MORN repeat protein, putative
PF3D7_1426500.1	ABC transporter G family member 2
PF3D7_1426600.1	conserved Plasmodium protein, unknown function
PF3D7_1426700.1	phosphoenolpyruvate carboxylase
PF3D7_1426800.1	conserved Plasmodium protein, unknown function
PF3D7_1426900.1	cytochrome b-c1 complex subunit 6, putative
PF3D7_1427000.1	conserved Plasmodium protein, unknown function
PF3D7_1427100.1	lipase, putative
PF3D7_1427200.1	selenoprotein
PF3D7_1427300.1	conserved Plasmodium protein, unknown function
PF3D7_1427400.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1427400.2	conserved Plasmodium membrane protein, unknown function
PF3D7_1427500.1	DNA mismatch repair protein MSH2, putative
PF3D7_1427600.1	CorA-like Mg2+ transporter protein, putative
PF3D7_1427700.1	conserved Plasmodium protein, unknown function
PF3D7_1427800.1	exosome complex component RRP41
PF3D7_1427900.1	leucine-rich repeat protein
PF3D7_1428000.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1428100.1	WW domain-binding protein 11, putative
PF3D7_1428200.1	major facilitator superfamily domain-containing protein, putative
PF3D7_1428300.1	proliferation-associated protein 2g4, putative
PF3D7_1428400.1	WD and tetratricopeptide repeats protein 1, putative
PF3D7_1428500.1	protein kinase, putative
PF3D7_1428600.1	peptide chain release factor 1
PF3D7_1428700.1	heme/steroid binding domain containing protein, putative
PF3D7_1428800.1	transcription initiation TFIID-like, putative
PF3D7_1428800.2	transcription initiation TFIID-like, putative
PF3D7_1428900.1	conserved Plasmodium protein, unknown function
PF3D7_1429000.1	protein archease, putative
PF3D7_1429100.1	ribosomal protein L15, apicoplast, putative
PF3D7_1429200.1	AP2 domain transcription factor AP2-O3, putative
PF3D7_1429300.1	CPW-WPC family protein
PF3D7_1429400.1	rRNA (adenosine-2'-O-)-methyltransferase, putative
PF3D7_1429500.1	diphthamide biosynthesis protein 2, putative
PF3D7_1429600.1	conserved Plasmodium protein, unknown function
PF3D7_1429700.1	ribosomal protein L15, mitochondrial, putative
PF3D7_1429800.1	coatomer subunit beta, putative
PF3D7_1429900.1	ADP-dependent DNA helicase RecQ
PF3D7_1430000.1	conserved protein, unknown function
PF3D7_1430100.1	serine/threonine protein phosphatase 2A activator
PF3D7_1430200.1	plasmepsin IX
PF3D7_1430300.1	acid phosphatase, putative
PF3D7_1430400.1	autophagy protein 5, putative
PF3D7_1430500.1	conserved Plasmodium protein, unknown function
PF3D7_1430600.1	endonuclease/exonuclease/phosphatase family protein, putative
PF3D7_1430700.1	NADP-specific glutamate dehydrogenase
PF3D7_1430800.1	PhIL1 interacting protein PIP3
PF3D7_1430900.1	cytochrome c oxidase subunit 2B, putative
PF3D7_1431000.1	ribosomal protein L17, mitochondrial, putative
PF3D7_1431100.1	PhIL1 interacting protein PIP2
PF3D7_1431200.1	OST-HTH associated domain protein, putative
PF3D7_1431300.1	large subunit GTPase 1, putative
PF3D7_1431400.1	surface-related antigen SRA
PF3D7_1431500.1	mitogen-activated protein kinase 1
PF3D7_1431600.1	succinyl-CoA ligase [ADP-forming] subunit beta, putative
PF3D7_1431700.1	60S ribosomal protein L14, putative
PF3D7_1431800.1	apyrase, putative
PF3D7_1431900.1	inner membrane complex suture component, putative
PF3D7_1432000.1	syntaxin, Qa-SNARE family
PF3D7_1432100.1	voltage-dependent anion-selective channel protein, putative
PF3D7_1432200.1	conserved Plasmodium protein, unknown function
PF3D7_1432300.1	conserved Plasmodium protein, unknown function
PF3D7_1432400.1	leucine-rich repeat protein
PF3D7_1432500.1	RNA methyltransferase, putative
PF3D7_1432600.1	conserved Plasmodium protein, unknown function
PF3D7_1432700.1	protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative
PF3D7_1432800.1	HP12 protein homolog, putative
PF3D7_1432900.1	SF-assemblin, putative
PF3D7_1433000.1	H/ACA ribonucleoprotein complex subunit 3, putative
PF3D7_1433100.1	HID1 domain-containing protein, putative
PF3D7_1433200.1	conserved Plasmodium protein, unknown function
PF3D7_1433300.1	histone-binding protein RBBP7, putative
PF3D7_1433400.1	PHD finger protein PHD2, putative
PF3D7_1433500.1	DNA topoisomerase 2
PF3D7_1433600.1	signal peptidase complex subunit SPC1, putative
PF3D7_1433700.1	conserved Plasmodium protein, unknown function
PF3D7_1433800.1	conserved Plasmodium protein, unknown function
PF3D7_1433900.1	protein kinase, putative
PF3D7_1434000.1	CCR4-associated factor 16, putative
PF3D7_1434100.1	queuine tRNA-ribosyltransferase, putative
PF3D7_1434200.1	calmodulin
PF3D7_1434300.1	Hsp70/Hsp90 organizing protein
PF3D7_1434400.1	conserved protein, unknown function
PF3D7_1434500.1	dynein-related AAA-type ATPase, putative
PF3D7_1434600.1	methionine aminopeptidase 2
PF3D7_1434700.1	mitochondrial import inner membrane translocase subunit TIM17, putative
PF3D7_1434800.1	mitochondrial acidic protein MAM33, putative
PF3D7_1434900.1	conserved Plasmodium protein, unknown function
PF3D7_1435000.1	cytochrome c oxidase assembly protein COX15, putative
PF3D7_1435100.1	ribonuclease H2 subunit B, putative
PF3D7_1435200.1	conserved protein, unknown function
PF3D7_1435300.1	glutamate synthase [NADH], putative
PF3D7_1435400.1	ER membrane protein complex subunit 4, putative
PF3D7_1435500.1	clathrin light chain, putative
PF3D7_1435600.1	conserved Plasmodium protein, unknown function
PF3D7_1435700.1	ataxin-2 like protein, putative
PF3D7_1435700.2	ataxin-2 like protein, putative
PF3D7_1435800.1	GTPase Era, putative
PF3D7_1435900.1	conserved Plasmodium protein, unknown function
PF3D7_1436000.1	glucose-6-phosphate isomerase
PF3D7_1436100.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1436200.1	basal complex protein BCP1
PF3D7_1436300.1	translocon component PTEX150
PF3D7_1436400.1	conserved Plasmodium protein, unknown function
PF3D7_1436500.1	GTP-binding protein, putative
PF3D7_1436600.1	cGMP-dependent protein kinase
PF3D7_1436700.1	conserved protein, unknown function
PF3D7_1436800.1	ATP-dependent Clp protease proteolytic subunit
PF3D7_1436900.1	histidine triad protein, putative
PF3D7_1437000.1	N-acetyltransferase, GNAT family, putative
PF3D7_1437100.1	conserved protein, unknown function
PF3D7_1437200.1	ribonucleoside-diphosphate reductase large subunit, putative
PF3D7_1437300.1	conserved Plasmodium protein, unknown function
PF3D7_1437400.1	pantothenate kinase 2, putative
PF3D7_1437500.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1437600.1	conserved protein, unknown function
PF3D7_1437700.1	succinyl-CoA ligase, putative
PF3D7_1437800.1	trafficking protein particle complex subunit 5, putative
PF3D7_1437900.1	HSP40, subfamily A
PF3D7_1438000.1	eukaryotic translation initiation factor eIF2A, putative
PF3D7_1438100.1	translocation protein SEC62, putative
PF3D7_1438200.1	tRNA Selenocysteine
PF3D7_1438300.1	tRNA Methionine
PF3D7_1438400.1	metacaspase-2
PF3D7_1438500.1	cleavage and polyadenylation specificity factor subunit 3, putative
PF3D7_1438600.1	conserved protein, unknown function
PF3D7_1438700.1	DNA primase small subunit
PF3D7_1438800.1	OST-HTH associated domain protein, putative
PF3D7_1438900.1	thioredoxin peroxidase 1
PF3D7_1439000.1	copper transporter
PF3D7_1439100.1	DEAD/DEAH box helicase, putative
PF3D7_1439200.1	conserved Plasmodium protein, unknown function
PF3D7_1439300.1	Sad1/UNC domain-containing protein, putative
PF3D7_1439400.1	cytochrome b-c1 complex subunit Rieske, putative
PF3D7_1439500.1	oocyst rupture protein 2, putative
PF3D7_1439600.1	cytochrome c oxidase subunit ApiCOX26, putative
PF3D7_1439700.1	leucine carboxyl methyltransferase, putative
PF3D7_1439800.1	vesicle-associated membrane protein, putative
PF3D7_1439900.1	triosephosphate isomerase
PF3D7_1440000.1	conserved Plasmodium protein, unknown function
PF3D7_1440100.1	cohesin complex subunit, putative
PF3D7_1440200.1	stromal-processing peptidase, putative
PF3D7_1440300.1	porphobilinogen synthase
PF3D7_1440400.1	zinc finger protein, putative
PF3D7_1440500.1	allantoicase, putative
PF3D7_1440600.1	protein SOC3, putative
PF3D7_1440700.1	AP-3 complex subunit mu, putative
PF3D7_1440800.1	major facilitator superfamily domain-containing protein, putative
PF3D7_1440900.1	conserved Plasmodium protein, unknown function
PF3D7_1441000.1	cytoplasmic tRNA 2-thiolation protein 2, putative
PF3D7_1441100.1	conserved Plasmodium protein, unknown function
PF3D7_1441200.1	60S ribosomal protein L1, putative
PF3D7_1441300.1	serine/threonine protein kinase, putative
PF3D7_1441400.1	FACT complex subunit SSRP1, putative
PF3D7_1441500.1	conserved Plasmodium protein, unknown function
PF3D7_1441600.1	acid cluster protein 33 homologue, putative
PF3D7_1441700.1	mitochondrial inner membrane protease ATP23, putative
PF3D7_1441800.1	vacuolar protein sorting-associated protein 60, putative
PF3D7_1441900.1	RNA polymerase II transcription factor B subunit 5, putative
PF3D7_1442000.1	ADP-ribosylation factor, putative
PF3D7_1442100.1	replication factor A protein 3, putative
PF3D7_1442200.1	GTP-binding protein YihA2
PF3D7_1442300.1	tRNA import protein tRIP
PF3D7_1442400.1	protein KIC9
PF3D7_1442500.1	geranylgeranyl transferase type-2 subunit alpha, putative
PF3D7_1442600.1	TRAP-like protein
PF3D7_1442700.1	conserved Plasmodium protein, unknown function
